Field_Note,Outfall_Vi,Monitor,Adj_Basin_,Runoff_Fac,Graffiti,DWM_cfs_ac,percent_ac,DWM_cfs,Location,ATLAS,Receiving,percent_ro,Insp_Date,Pipe_Size,Saturation,Elevation,Users,MWRD_cfs_a,Outfall_Ph,TG,Basin_Ac,Structural,STATUS,Shaft,Easting,MWRD,Comment,Bank_Erosi,users_acre,Bag,Connection,River_Bank,FID,on_CAWS,GPS,Control,MWRD_cfs,311_Street,NAME,Obstructio,Outfall_St,rock_acres,Pipe_Mater,Weather,Outfall_Si,CDM_cfs_ac,Owner,sand_acres,311_Add,Northing
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.092038020626, ,Active,NA,1173965.62788,NA, , ,0,NA,NA, ,1434,1, ,NA,0,NA,CR260, , ,0, , , ,0,MS4,0,0,1901956.93744
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0778059749465, ,Active,NA,1173880.05953,NA, , ,0,NA,NA, ,1435,1, ,NA,0,NA,CR270, , ,0, , , ,0,MS4,0,0,1901889.70516
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0713706151607, ,Active,NA,1173849.49941,NA, , ,0,NA,NA, ,1436,1, ,NA,0,NA,CR280, , ,0, , , ,0,MS4,0,0,1901834.69694
 , ,NA,0,0, ,0,0,0,WACKER, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.459837395912, ,Active,NA,1173763.93106,NA, , ,0,NA,NA, ,1437,1, ,NA,0,NA,CS010, , ,0, , , ,0,MS4,0,0,1901675.78429
 , ,NA,0,0, ,0,0,0,RANDOLPH, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.106443325992, ,Active,NA,1173721.14688,NA, , ,0,NA,NA, ,1438,1, ,NA,0,NA,CS020, , ,0, , , ,0,MS4,0,0,1901302.95076
 , ,NA,0,0, ,0,0,0,QUINCY, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.205090257415, ,Active,NA,1173721.25814,NA, , ,0,NA,NA, ,1439,1, ,NA,0,NA,CS040, , ,0, , , ,0,MS4,0,0,1899137.42972
 , ,NA,0,0, ,0,0,0,WOLCOTT, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,4.63300486316, ,Active,NA,1164377.49697,NA, , ,0,NA,NA, ,1440,1, ,NA,0,NA,CS060, , ,0, , , ,0,MS4,0,0,1886252.59999
 , ,NA,0,0, ,0,0,0,MARKET PLACE ACCESS, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.892278433123, ,Active,NA,1164796.94233,NA, , ,0,NA,NA, ,1441,1, ,NA,0,NA,CS050, , ,0, , , ,0,MS4,0,0,1886241.20202
 , ,NA,0,0, ,0,0,0,DAMEN, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,2.07848220272, ,Active,NA,1163433.74491,NA, , ,0,NA,NA, ,1442,1, ,NA,0,NA,CS070, , ,0, , , ,0,MS4,0,0,1885146.99673
 , ,NA,0,0, ,0,0,0,31ST, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,1.63926854279, ,Active,NA,1157534.51125,NA, , ,0,NA,NA, ,1443,1, ,NA,0,NA,CS100, , ,0, , , ,0,MS4,0,0,1882858.39685
 , ,NA,0,0, ,0,0,0,TORRENCE, ,CALUMET RIV,0,, , ,0,0,0, ,0,9.75233264785, ,Active,NA,1195769.88387,NA, , ,0,NA,NA, ,1444,1, ,NA,0,NA,CL040, , ,0, , , ,0,MS4,0,0,1823116.87995
 , ,NA,0,0, ,0,0,0,130TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,0.999972088995, ,Active,NA,1191902.592,NA, , ,0,NA,NA, ,1445,1, ,NA,0,NA,CL070, , ,0, , , ,0,MS4,0,0,1819311.44983
 , ,NA,0,0, ,0,0,0,RANDOLPH, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.10250785597, ,Active,NA,1173685.7088,NA, , ,0,NA,NA, ,1446,1, ,NA,0,NA,CS030, , ,0, , , ,0,MS4,0,0,1901216.81654
 , ,NA,0,0, ,0,0,0,STEVENSON, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,9.93456345382, ,Active,NA,1153578.23209,NA, , ,0,NA,NA, ,1447,1, ,NA,0,NA,CS110, , ,0, , , ,0,MS4,0,0,1880860.78211
 , ,NA,0,0, ,0,0,0,CICERO, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.638191868464, ,Active,NA,1145131.13505,NA, , ,0,NA,NA, ,1448,1, ,NA,0,NA,CS120, , ,0, , , ,0,MS4,0,0,1877547.54262
 , ,NA,0,0, ,0,0,0,MENDELL, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1166199.60338,NA, , ,0,NA,NA, ,1449,1, ,NA,0,NA,CN120, , ,0, , , ,0,MS4,0,0,1913154.74416
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1174170.38072,NA, , ,0,NA,NA, ,1450,1, ,NA,0,NA,CR210, , ,0, , , ,0,MS4,0,0,1902143.3542
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1173983.96396,NA, , ,0,NA,NA, ,1451,1, ,NA,0,NA,CR250, , ,0, , , ,0,MS4,0,0,1901975.27351
 , ,NA,0,0, ,0,0,0,RIVER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1179374.77006,NA, , ,0,NA,NA, ,1452,1, ,NA,0,NA,CR030, , ,0, , , ,0,MS4,0,0,1902840.12506
 , ,NA,0,0, ,0,0,0,LAKE SHORE DR, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1179918.74029,NA, , ,0,NA,NA, ,1453,1, ,NA,0,NA,CR020, , ,0, , , ,0,MS4,0,0,1902577.30798
 , ,NA,0,0, ,0,0,0,LAKE SHORE DR, ,CHICAGO RIV,0,, , ,0,0,0, ,0,14.453018838, ,Active,NA,1180285.46179,NA, , ,0,NA,NA, ,1454,1, ,NA,0,NA,CR010, , ,0, , , ,0,MS4,0,0,1902586.47602
 , ,NA,0,0, ,0,0,0,31ST, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0.73629184275, ,Active,NA,1160524.07978,NA, , ,0,NA,NA, ,1455,1, ,NA,0,NA,CS090, , ,0, , , ,0,MS4,0,0,1884086.68708
 , ,NA,0,0, ,0,0,0,31ST, ,SB CHICAGO RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1160643.2994,NA, , ,0,NA,NA, ,1456,1, ,NA,0,NA,CS080, , ,0, , , ,0,MS4,0,0,1884136.55245
 , ,NA,0,0, ,0,0,0,130TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1192234.98946,NA, , ,0,NA,NA, ,1457,1, ,NA,0,NA,CL050, , ,0, , , ,0,MS4,0,0,1819354.07651
 , ,NA,0,0, ,0,0,0,RAILROAD, ,CALUMET RIV,0,, , ,0,0,0, ,0,0, ,Active,NA,1197490.54108,NA, , ,0,NA,NA, ,1458,1, ,NA,0,NA,CL030, , ,0, , , ,0,MS4,0,0,1827127.73301
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1192224.51421, ,130th drain - possible CSO Calumet River, ,0, , , ,1459,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1819344.73823
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1195773.31637, ,Torrence drain - possible CSO Calumet River, ,0, , , ,1460,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1823160.6125
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1197777.1172, ,122th drain -CSO Calumet River, ,0, , , ,1461,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1824687.80902
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1200390.61125, ,92nd drain - CSO Calumet River, ,0, , , ,1462,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1844516.23939
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199106.66431, ,drain - CSO Calumet River, ,0, , , ,1463,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1843024.24984
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199854.08656, ,95th west drain - CSO Calumet River, ,0, , , ,1464,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1842589.62793
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1200075.89157, ,100th west drain - CSO Calumet River, ,0, , , ,1465,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1839302.97226
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1197512.62701, ,Industrial site - CSO Calumet River, ,0, , , ,1466,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1827126.6862
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1192277.86703, ,130th drain - possible CSO Calumet River, ,0, , , ,1467,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1819228.44286
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1191983.71958, ,130th drain - possible CSO Calumet River, ,0, , , ,1468,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1819193.67272
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199868.76068, ,95th west drain drain - CSO Calumet River, ,0, , , ,1469,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1842530.12653
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199870.04873, ,95th west drain - CSO Calumet River, ,0, , , ,1470,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1842508.22963
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1200108.98258, ,95th east drain - CSO Calumet River, ,0, , , ,1471,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1842522.39821
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1200308.63081, ,100th east drain - CSO Calumet River, ,0, , , ,1472,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1839320.29822
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199704.2413, ,103rd drain - CSO Calumet River, ,0, , , ,1473,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1837276.60991
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1199046.70678, ,106th drain - CSO Calumet River, ,0, , , ,1474,1, , ,0, , , , ,0, , , ,0,SSO,0,0,1835249.21179
 , , ,0,0, ,0,0,0, , , ,0,, , ,0,0,0, ,0,0, , , ,1201031.22082, ,91st drain - CSO Calumet River, ,0, , , ,1475,1, , ,0, , , , ,0, , , ,0,CSO,0,0,1844977.97502
